PostDate,JobFamily,CountIdIndexed
22-12-2020,Marketing/Advertising,0.6247
22-12-2020,Product Management,0.6809
22-12-2020,Retail Staff,0.5385
22-12-2020,Sales,0.4663
22-12-2020,Security,0.5006
22-12-2020,Skilled Trades,0.5315
22-12-2020,Supply Chain Staff,0.5268
22-12-2020,Unassigned,0.216
23-12-2020,Customer Service,0.4782
23-12-2020,Entertainment and Recreation,0.3093
23-12-2020,Facilities/Constr,0.4648
23-12-2020,Finance/Insurance,0.6283
23-12-2020,Food & Beverage,0.5128
23-12-2020,Healthcare,0.5631
23-12-2020,Hospitality Staff,0.4102
23-12-2020,Human Resources,0.3815
23-12-2020,IT,0.2178
23-12-2020,Manufacturing/Operations Staff,0.4984
23-12-2020,Marketing/Advertising,0.6492
23-12-2020,Product Management,0.7244
23-12-2020,Retail Staff,0.5335
23-12-2020,Sales,0.4726
23-12-2020,Security,0.5467
23-12-2020,Skilled Trades,0.5936
23-12-2020,Supply Chain Staff,0.571
23-12-2020,Unassigned,0.234
24-12-2020,Customer Service,0.4644
24-12-2020,Entertainment and Recreation,0.3015
24-12-2020,Facilities/Constr,0.437
24-12-2020,Finance/Insurance,0.5883
24-12-2020,Food & Beverage,0.493
24-12-2020,Healthcare,0.5383
24-12-2020,Hospitality Staff,0.402
24-12-2020,Human Resources,0.3603
24-12-2020,IT,0.2001
24-12-2020,Manufacturing/Operations Staff,0.4853
24-12-2020,Marketing/Advertising,0.607
24-12-2020,Product Management,0.7101
24-12-2020,Retail Staff,0.5137
24-12-2020,Sales,0.4545
24-12-2020,Security,0.5176
24-12-2020,Skilled Trades,0.5698
24-12-2020,Supply Chain Staff,0.5306
24-12-2020,Unassigned,0.2213
25-12-2020,Customer Service,0.4048
25-12-2020,Entertainment and Recreation,0.265
25-12-2020,Facilities/Constr,0.3622
25-12-2020,Finance/Insurance,0.4929
25-12-2020,Food & Beverage,0.4463
25-12-2020,Healthcare,0.4656
25-12-2020,Hospitality Staff,0.3461
25-12-2020,Human Resources,0.319
25-12-2020,IT,0.1628
25-12-2020,Manufacturing/Operations Staff,0.4097
25-12-2020,Marketing/Advertising,0.492
25-12-2020,Product Management,0.6472
25-12-2020,Retail Staff,0.448
25-12-2020,Sales,0.3733
25-12-2020,Security,0.461
25-12-2020,Skilled Trades,0.4824
25-12-2020,Supply Chain Staff,0.4489
25-12-2020,Unassigned,0.1881
26-12-2020,Customer Service,0.378
26-12-2020,Entertainment and Recreation,0.2598
26-12-2020,Facilities/Constr,0.3412
26-12-2020,Finance/Insurance,0.4764
26-12-2020,Food & Beverage,0.4156
26-12-2020,Healthcare,0.4481
26-12-2020,Hospitality Staff,0.3294
26-12-2020,Human Resources,0.3164
26-12-2020,IT,0.1535
26-12-2020,Manufacturing/Operations Staff,0.3982
26-12-2020,Marketing/Advertising,0.4577
26-12-2020,Product Management,0.6438
26-12-2020,Retail Staff,0.4176
26-12-2020,Sales,0.35
26-12-2020,Security,0.4422
26-12-2020,Skilled Trades,0.4553
26-12-2020,Supply Chain Staff,0.4195
26-12-2020,Unassigned,0.1796
27-12-2020,Customer Service,0.3805
27-12-2020,Entertainment and Recreation,0.2528
27-12-2020,Facilities/Constr,0.3437
27-12-2020,Finance/Insurance,0.4771
27-12-2020,Food & Beverage,0.4153
27-12-2020,Healthcare,0.4434
27-12-2020,Hospitality Staff,0.3419
27-12-2020,Human Resources,0.3197
27-12-2020,IT,0.1546
27-12-2020,Manufacturing/Operations Staff,0.4033
27-12-2020,Marketing/Advertising,0.4742
27-12-2020,Product Management,0.6654
27-12-2020,Retail Staff,0.4106
27-12-2020,Sales,0.3622
27-12-2020,Security,0.4344
27-12-2020,Skilled Trades,0.4533
27-12-2020,Supply Chain Staff,0.4176
27-12-2020,Unassigned,0.1765
28-12-2020,Customer Service,0.399
28-12-2020,Entertainment and Recreation,0.2561
28-12-2020,Facilities/Constr,0.3832
28-12-2020,Finance/Insurance,0.5243
28-12-2020,Food & Beverage,0.4141
28-12-2020,Healthcare,0.4751
28-12-2020,Hospitality Staff,0.3748
28-12-2020,Human Resources,0.356
28-12-2020,IT,0.1664
28-12-2020,Manufacturing/Operations Staff,0.4583
28-12-2020,Marketing/Advertising,0.5312
28-12-2020,Product Management,0.7236
28-12-2020,Retail Staff,0.4185
28-12-2020,Sales,0.3952
28-12-2020,Security,0.4601
28-12-2020,Skilled Trades,0.5019
28-12-2020,Supply Chain Staff,0.4583
28-12-2020,Unassigned,0.1877
29-12-2020,Customer Service,0.4114
29-12-2020,Entertainment and Recreation,0.2646
29-12-2020,Facilities/Constr,0.4033
29-12-2020,Finance/Insurance,0.5355
29-12-2020,Food & Beverage,0.4391
29-12-2020,Healthcare,0.4902
29-12-2020,Hospitality Staff,0.3927
29-12-2020,Human Resources,0.361
29-12-2020,IT,0.1714
29-12-2020,Manufacturing/Operations Staff,0.4836
29-12-2020,Marketing/Advertising,0.5852
29-12-2020,Product Management,0.7247
29-12-2020,Retail Staff,0.4399
29-12-2020,Sales,0.4155
29-12-2020,Security,0.4849
29-12-2020,Skilled Trades,0.5202
29-12-2020,Supply Chain Staff,0.463
29-12-2020,Unassigned,0.193
30-12-2020,Customer Service,0.4049
30-12-2020,Entertainment and Recreation,0.241
30-12-2020,Facilities/Constr,0.3713
30-12-2020,Finance/Insurance,0.4633
30-12-2020,Food & Beverage,0.4574
30-12-2020,Healthcare,0.3996
30-12-2020,Hospitality Staff,0.3723
30-12-2020,Human Resources,0.3178
30-12-2020,IT,0.1523
30-12-2020,Manufacturing/Operations Staff,0.408
30-12-2020,Marketing/Advertising,0.5559
30-12-2020,Product Management,0.6472
30-12-2020,Retail Staff,0.4452
30-12-2020,Sales,0.4098
30-12-2020,Security,0.4319
30-12-2020,Skilled Trades,0.4459
30-12-2020,Supply Chain Staff,0.4101
30-12-2020,Unassigned,0.1704
31-12-2020,Customer Service,0.4144
31-12-2020,Entertainment and Recreation,0.2485
31-12-2020,Facilities/Constr,0.3834
31-12-2020,Finance/Insurance,0.4741
31-12-2020,Food & Beverage,0.4825
31-12-2020,Healthcare,0.396
31-12-2020,Hospitality Staff,0.3773
31-12-2020,Human Resources,0.3227
31-12-2020,IT,0.1556
31-12-2020,Manufacturing/Operations Staff,0.4099
31-12-2020,Marketing/Advertising,0.5648
31-12-2020,Product Management,0.6306
31-12-2020,Retail Staff,0.4687
31-12-2020,Sales,0.4202
31-12-2020,Security,0.4462
31-12-2020,Skilled Trades,0.4637
31-12-2020,Supply Chain Staff,0.4304
31-12-2020,Unassigned,0.1747
01-01-2021,Customer Service,0.4575
01-01-2021,Entertainment and Recreation,0.2719
01-01-2021,Facilities/Constr,0.4171
01-01-2021,Finance/Insurance,0.5139
01-01-2021,Food & Beverage,0.5391
01-01-2021,Healthcare,0.4314
01-01-2021,Hospitality Staff,0.4197
01-01-2021,Human Resources,0.3465
01-01-2021,IT,0.1647
01-01-2021,Manufacturing/Operations Staff,0.4349
01-01-2021,Marketing/Advertising,0.6117
01-01-2021,Product Management,0.6701
01-01-2021,Retail Staff,0.5245
01-01-2021,Sales,0.4502
01-01-2021,Security,0.4683
01-01-2021,Skilled Trades,0.503
01-01-2021,Supply Chain Staff,0.4904
01-01-2021,Unassigned,0.1899
02-01-2021,Customer Service,0.4725
02-01-2021,Entertainment and Recreation,0.2795
02-01-2021,Facilities/Constr,0.428
02-01-2021,Finance/Insurance,0.5303
02-01-2021,Food & Beverage,0.5736
02-01-2021,Healthcare,0.4432
02-01-2021,Hospitality Staff,0.4321
02-01-2021,Human Resources,0.3535
02-01-2021,IT,0.1699
02-01-2021,Manufacturing/Operations Staff,0.4458
02-01-2021,Marketing/Advertising,0.6309
02-01-2021,Product Management,0.6865
02-01-2021,Retail Staff,0.5436
02-01-2021,Sales,0.4657
02-01-2021,Security,0.4781
02-01-2021,Skilled Trades,0.5141
02-01-2021,Supply Chain Staff,0.5056
02-01-2021,Unassigned,0.1958
03-01-2021,Customer Service,0.4775
03-01-2021,Entertainment and Recreation,0.2854
03-01-2021,Facilities/Constr,0.4326
03-01-2021,Finance/Insurance,0.5329
03-01-2021,Food & Beverage,0.5848
03-01-2021,Healthcare,0.446
03-01-2021,Hospitality Staff,0.4333
03-01-2021,Human Resources,0.3594
03-01-2021,IT,0.1723
03-01-2021,Manufacturing/Operations Staff,0.4469
03-01-2021,Marketing/Advertising,0.6372
03-01-2021,Product Management,0.692
03-01-2021,Retail Staff,0.548
03-01-2021,Sales,0.4708
03-01-2021,Security,0.4856
03-01-2021,Skilled Trades,0.5195
03-01-2021,Supply Chain Staff,0.5118
03-01-2021,Unassigned,0.1979
04-01-2021,Customer Service,0.4439
04-01-2021,Entertainment and Recreation,0.261
04-01-2021,Facilities/Constr,0.3912
04-01-2021,Finance/Insurance,0.4758
04-01-2021,Food & Beverage,0.5679
04-01-2021,Healthcare,0.4216
04-01-2021,Hospitality Staff,0.4003
04-01-2021,Human Resources,0.3287
04-01-2021,IT,0.1585
04-01-2021,Manufacturing/Operations Staff,0.3951
04-01-2021,Marketing/Advertising,0.5769
04-01-2021,Product Management,0.6239
04-01-2021,Retail Staff,0.5129
04-01-2021,Sales,0.4371
04-01-2021,Security,0.4556
04-01-2021,Skilled Trades,0.4758
04-01-2021,Supply Chain Staff,0.4727
04-01-2021,Unassigned,0.1818
05-01-2021,Customer Service,0.5383
05-01-2021,Entertainment and Recreation,0.3309
05-01-2021,Facilities/Constr,0.498
05-01-2021,Finance/Insurance,0.6229
05-01-2021,Food & Beverage,0.6613
05-01-2021,Healthcare,0.4888
05-01-2021,Hospitality Staff,0.4881
05-01-2021,Human Resources,0.3963
05-01-2021,IT,0.2043
05-01-2021,Manufacturing/Operations Staff,0.5164
05-01-2021,Marketing/Advertising,0.6973
05-01-2021,Product Management,0.7896
05-01-2021,Retail Staff,0.6117
05-01-2021,Sales,0.559
05-01-2021,Security,0.5187
05-01-2021,Skilled Trades,0.6012
05-01-2021,Supply Chain Staff,0.6139
05-01-2021,Unassigned,0.2276
06-01-2021,Customer Service,0.5775
06-01-2021,Entertainment and Recreation,0.3697
06-01-2021,Facilities/Constr,0.5349
06-01-2021,Finance/Insurance,0.6777
06-01-2021,Food & Beverage,0.6987
06-01-2021,Healthcare,0.5283
06-01-2021,Hospitality Staff,0.5309
06-01-2021,Human Resources,0.4087
06-01-2021,IT,0.2259
06-01-2021,Manufacturing/Operations Staff,0.5596
06-01-2021,Marketing/Advertising,0.7488
06-01-2021,Product Management,0.8542
06-01-2021,Retail Staff,0.6531
06-01-2021,Sales,0.5982
06-01-2021,Security,0.5597
06-01-2021,Skilled Trades,0.6557
06-01-2021,Supply Chain Staff,0.6661
06-01-2021,Unassigned,0.2452
07-01-2021,Customer Service,0.626
07-01-2021,Entertainment and Recreation,0.4081
07-01-2021,Facilities/Constr,0.5919
07-01-2021,Finance/Insurance,0.7548
07-01-2021,Food & Beverage,0.7432
07-01-2021,Healthcare,0.5905
07-01-2021,Hospitality Staff,0.5777
07-01-2021,Human Resources,0.4446
07-01-2021,IT,0.2534
07-01-2021,Manufacturing/Operations Staff,0.6231
07-01-2021,Marketing/Advertising,0.8046
07-01-2021,Product Management,0.9523
07-01-2021,Retail Staff,0.7002
07-01-2021,Sales,0.6478
07-01-2021,Security,0.6124
07-01-2021,Skilled Trades,0.7244
07-01-2021,Supply Chain Staff,0.7362
07-01-2021,Unassigned,0.2714
08-01-2021,Customer Service,0.6841
08-01-2021,Entertainment and Recreation,0.452
08-01-2021,Facilities/Constr,0.6692
08-01-2021,Finance/Insurance,0.8552
08-01-2021,Food & Beverage,0.7816
08-01-2021,Healthcare,0.661
08-01-2021,Hospitality Staff,0.6231
08-01-2021,Human Resources,0.4896
08-01-2021,IT,0.2933
08-01-2021,Manufacturing/Operations Staff,0.7125
08-01-2021,Marketing/Advertising,0.8969
08-01-2021,Product Management,1.0972
08-01-2021,Retail Staff,0.746
08-01-2021,Sales,0.7367
08-01-2021,Security,0.7113
08-01-2021,Skilled Trades,0.8348
08-01-2021,Supply Chain Staff,0.8133
08-01-2021,Unassigned,0.3048
09-01-2021,Customer Service,0.7557
09-01-2021,Entertainment and Recreation,0.4936
09-01-2021,Facilities/Constr,0.7401
09-01-2021,Finance/Insurance,0.935
09-01-2021,Food & Beverage,0.8357
09-01-2021,Healthcare,0.7366
09-01-2021,Hospitality Staff,0.6823
09-01-2021,Human Resources,0.5326
09-01-2021,IT,0.3259
09-01-2021,Manufacturing/Operations Staff,0.7799
09-01-2021,Marketing/Advertising,0.9835
09-01-2021,Product Management,1.2307
09-01-2021,Retail Staff,0.8084
09-01-2021,Sales,0.8102
09-01-2021,Security,0.8024
09-01-2021,Skilled Trades,0.9296
09-01-2021,Supply Chain Staff,0.9023
09-01-2021,Unassigned,0.3361
10-01-2021,Customer Service,0.766
10-01-2021,Entertainment and Recreation,0.4954
10-01-2021,Facilities/Constr,0.745
10-01-2021,Finance/Insurance,0.9483
10-01-2021,Food & Beverage,0.8429
10-01-2021,Healthcare,0.748
10-01-2021,Hospitality Staff,0.6906
10-01-2021,Human Resources,0.535
10-01-2021,IT,0.3283
10-01-2021,Manufacturing/Operations Staff,0.7803
10-01-2021,Marketing/Advertising,0.991
10-01-2021,Product Management,1.2298
10-01-2021,Retail Staff,0.8202
10-01-2021,Sales,0.817
10-01-2021,Security,0.8066
10-01-2021,Skilled Trades,0.9381
10-01-2021,Supply Chain Staff,0.9092
10-01-2021,Unassigned,0.3398
11-01-2021,Customer Service,0.8678
11-01-2021,Entertainment and Recreation,0.5703
11-01-2021,Facilities/Constr,0.8129
11-01-2021,Finance/Insurance,1.0532
11-01-2021,Food & Beverage,0.9802
11-01-2021,Healthcare,0.7969
11-01-2021,Hospitality Staff,0.7727
11-01-2021,Human Resources,0.5854
11-01-2021,IT,0.356
11-01-2021,Manufacturing/Operations Staff,0.8471
11-01-2021,Marketing/Advertising,1.1112
11-01-2021,Product Management,1.3319
11-01-2021,Retail Staff,0.9468
11-01-2021,Sales,0.8951
11-01-2021,Security,0.8707
11-01-2021,Skilled Trades,1.0045
11-01-2021,Supply Chain Staff,1.0049
11-01-2021,Unassigned,0.3805
12-01-2021,Customer Service,0.8162
12-01-2021,Entertainment and Recreation,0.5333
12-01-2021,Facilities/Constr,0.7523
12-01-2021,Finance/Insurance,0.9703
12-01-2021,Food & Beverage,0.9272
12-01-2021,Healthcare,0.7743
12-01-2021,Hospitality Staff,0.7247
12-01-2021,Human Resources,0.5687
12-01-2021,IT,0.3375
12-01-2021,Manufacturing/Operations Staff,0.7752
12-01-2021,Marketing/Advertising,1.0419
12-01-2021,Product Management,1.2588
12-01-2021,Retail Staff,0.8838
12-01-2021,Sales,0.8288
12-01-2021,Security,0.8336
12-01-2021,Skilled Trades,0.9484
12-01-2021,Supply Chain Staff,0.9385
12-01-2021,Unassigned,0.3578
13-01-2021,Customer Service,0.7996
13-01-2021,Entertainment and Recreation,0.5193
13-01-2021,Facilities/Constr,0.7462
13-01-2021,Finance/Insurance,0.9611
13-01-2021,Food & Beverage,0.9044
13-01-2021,Healthcare,0.7725
13-01-2021,Hospitality Staff,0.6984
13-01-2021,Human Resources,0.5844
13-01-2021,IT,0.3373
13-01-2021,Manufacturing/Operations Staff,0.7737
13-01-2021,Marketing/Advertising,1.0239
13-01-2021,Product Management,1.2422
13-01-2021,Retail Staff,0.8546
13-01-2021,Sales,0.8158
13-01-2021,Security,0.8236
13-01-2021,Skilled Trades,0.9424
13-01-2021,Supply Chain Staff,0.9321
13-01-2021,Unassigned,0.3564
14-01-2021,Customer Service,0.7871
14-01-2021,Entertainment and Recreation,0.5108
14-01-2021,Facilities/Constr,0.7362
14-01-2021,Finance/Insurance,0.9434
14-01-2021,Food & Beverage,0.8812
14-01-2021,Healthcare,0.7659
14-01-2021,Hospitality Staff,0.6692
14-01-2021,Human Resources,0.5883
14-01-2021,IT,0.3338
14-01-2021,Manufacturing/Operations Staff,0.7678
14-01-2021,Marketing/Advertising,1.0034
14-01-2021,Product Management,1.2244
14-01-2021,Retail Staff,0.8208
14-01-2021,Sales,0.8135
14-01-2021,Security,0.8154
14-01-2021,Skilled Trades,0.9359
14-01-2021,Supply Chain Staff,0.9182
14-01-2021,Unassigned,0.3519
15-01-2021,Customer Service,0.7847
15-01-2021,Entertainment and Recreation,0.502
15-01-2021,Facilities/Constr,0.7085
15-01-2021,Finance/Insurance,0.9148
15-01-2021,Food & Beverage,0.8814
15-01-2021,Healthcare,0.756
15-01-2021,Hospitality Staff,0.6682
15-01-2021,Human Resources,0.5877
15-01-2021,IT,0.3256
15-01-2021,Manufacturing/Operations Staff,0.729
15-01-2021,Marketing/Advertising,0.9884
15-01-2021,Product Management,1.2154
15-01-2021,Retail Staff,0.8252
15-01-2021,Sales,0.7692
15-01-2021,Security,0.802
15-01-2021,Skilled Trades,0.9024
15-01-2021,Supply Chain Staff,0.8915
15-01-2021,Unassigned,0.3443
16-01-2021,Customer Service,0.8145
16-01-2021,Entertainment and Recreation,0.5168
16-01-2021,Facilities/Constr,0.7365
16-01-2021,Finance/Insurance,0.9558
16-01-2021,Food & Beverage,0.9027
16-01-2021,Healthcare,0.77
16-01-2021,Hospitality Staff,0.6799
16-01-2021,Human Resources,0.6228
16-01-2021,IT,0.3382
16-01-2021,Manufacturing/Operations Staff,0.7784
16-01-2021,Marketing/Advertising,1.0568
16-01-2021,Product Management,1.2779
16-01-2021,Retail Staff,0.8562
16-01-2021,Sales,0.8111
16-01-2021,Security,0.8195
16-01-2021,Skilled Trades,0.9269
16-01-2021,Supply Chain Staff,0.9171
16-01-2021,Unassigned,0.3552
17-01-2021,Customer Service,0.8179
17-01-2021,Entertainment and Recreation,0.5155
17-01-2021,Facilities/Constr,0.7358
17-01-2021,Finance/Insurance,0.9535
17-01-2021,Food & Beverage,0.8991
17-01-2021,Healthcare,0.7716
17-01-2021,Hospitality Staff,0.6773
17-01-2021,Human Resources,0.6255
17-01-2021,IT,0.3396
17-01-2021,Manufacturing/Operations Staff,0.7889
17-01-2021,Marketing/Advertising,1.0584
17-01-2021,Product Management,1.2882
17-01-2021,Retail Staff,0.8509
17-01-2021,Sales,0.8078
17-01-2021,Security,0.8213
17-01-2021,Skilled Trades,0.934
17-01-2021,Supply Chain Staff,0.9219
17-01-2021,Unassigned,0.3554
18-01-2021,Customer Service,0.7649
18-01-2021,Entertainment and Recreation,0.4689
18-01-2021,Facilities/Constr,0.7046
18-01-2021,Finance/Insurance,0.9101
18-01-2021,Food & Beverage,0.7979
18-01-2021,Healthcare,0.7567
18-01-2021,Hospitality Staff,0.64
18-01-2021,Human Resources,0.6057
18-01-2021,IT,0.3306
18-01-2021,Manufacturing/Operations Staff,0.7846
18-01-2021,Marketing/Advertising,1.007
18-01-2021,Product Management,1.2558
18-01-2021,Retail Staff,0.7642
18-01-2021,Sales,0.7778
18-01-2021,Security,0.8113
18-01-2021,Skilled Trades,0.9219
18-01-2021,Supply Chain Staff,0.8921
18-01-2021,Unassigned,0.334
19-01-2021,Customer Service,0.756
19-01-2021,Entertainment and Recreation,0.4504
19-01-2021,Facilities/Constr,0.6665
19-01-2021,Finance/Insurance,0.8771
19-01-2021,Food & Beverage,0.7771
19-01-2021,Healthcare,0.73
19-01-2021,Hospitality Staff,0.6282
19-01-2021,Human Resources,0.582
19-01-2021,IT,0.3124
19-01-2021,Manufacturing/Operations Staff,0.7642
19-01-2021,Marketing/Advertising,0.9764
19-01-2021,Product Management,1.1984
19-01-2021,Retail Staff,0.7463
19-01-2021,Sales,0.7474
19-01-2021,Security,0.7781
19-01-2021,Skilled Trades,0.8858
19-01-2021,Supply Chain Staff,0.8609
19-01-2021,Unassigned,0.3204
20-01-2021,Customer Service,0.7765
20-01-2021,Entertainment and Recreation,0.4534
20-01-2021,Facilities/Constr,0.67
20-01-2021,Finance/Insurance,0.8832
20-01-2021,Food & Beverage,0.7923
20-01-2021,Healthcare,0.7383
20-01-2021,Hospitality Staff,0.6419
20-01-2021,Human Resources,0.5966
20-01-2021,IT,0.3051
20-01-2021,Manufacturing/Operations Staff,0.7676
20-01-2021,Marketing/Advertising,0.9871
20-01-2021,Product Management,1.236
20-01-2021,Retail Staff,0.7615
20-01-2021,Sales,0.7495
20-01-2021,Security,0.7795
20-01-2021,Skilled Trades,0.8821
20-01-2021,Supply Chain Staff,0.8748
20-01-2021,Unassigned,0.3233
21-01-2021,Customer Service,0.7981
21-01-2021,Entertainment and Recreation,0.4558
21-01-2021,Facilities/Constr,0.6795
21-01-2021,Finance/Insurance,0.9011
21-01-2021,Food & Beverage,0.8131
21-01-2021,Healthcare,0.7381
21-01-2021,Hospitality Staff,0.6676
21-01-2021,Human Resources,0.5977
21-01-2021,IT,0.3015
21-01-2021,Manufacturing/Operations Staff,0.7713
21-01-2021,Marketing/Advertising,1.0157
21-01-2021,Product Management,1.2725
21-01-2021,Retail Staff,0.787
21-01-2021,Sales,0.7425
21-01-2021,Security,0.772
21-01-2021,Skilled Trades,0.8844
21-01-2021,Supply Chain Staff,0.8909
21-01-2021,Unassigned,0.3272
22-01-2021,Customer Service,0.7988
22-01-2021,Entertainment and Recreation,0.4623
22-01-2021,Facilities/Constr,0.6921
22-01-2021,Finance/Insurance,0.9289
22-01-2021,Food & Beverage,0.8085
22-01-2021,Healthcare,0.7097
22-01-2021,Hospitality Staff,0.6652
22-01-2021,Human Resources,0.587
22-01-2021,IT,0.305
22-01-2021,Manufacturing/Operations Staff,0.7882
22-01-2021,Marketing/Advertising,1.0137
22-01-2021,Product Management,1.291
22-01-2021,Retail Staff,0.7732
22-01-2021,Sales,0.7723
22-01-2021,Security,0.7493
22-01-2021,Skilled Trades,0.8856
22-01-2021,Supply Chain Staff,0.8539
22-01-2021,Unassigned,0.3307
23-01-2021,Customer Service,0.7631
23-01-2021,Entertainment and Recreation,0.445
23-01-2021,Facilities/Constr,0.6645
23-01-2021,Finance/Insurance,0.8847
23-01-2021,Food & Beverage,0.7899
23-01-2021,Healthcare,0.6666
23-01-2021,Hospitality Staff,0.6497
23-01-2021,Human Resources,0.5397
23-01-2021,IT,0.2956
23-01-2021,Manufacturing/Operations Staff,0.7511
23-01-2021,Marketing/Advertising,0.9479
23-01-2021,Product Management,1.2385
23-01-2021,Retail Staff,0.7442
23-01-2021,Sales,0.7216
23-01-2021,Security,0.7327
23-01-2021,Skilled Trades,0.8598
23-01-2021,Supply Chain Staff,0.812
23-01-2021,Unassigned,0.318
24-01-2021,Customer Service,0.7713
24-01-2021,Entertainment and Recreation,0.4494
24-01-2021,Facilities/Constr,0.6681
24-01-2021,Finance/Insurance,0.8885
24-01-2021,Food & Beverage,0.7975
24-01-2021,Healthcare,0.6557
24-01-2021,Hospitality Staff,0.6558
24-01-2021,Human Resources,0.5273
24-01-2021,IT,0.2961
24-01-2021,Manufacturing/Operations Staff,0.7509
24-01-2021,Marketing/Advertising,0.9557
24-01-2021,Product Management,1.2468
24-01-2021,Retail Staff,0.7518
24-01-2021,Sales,0.7287
24-01-2021,Security,0.7347
24-01-2021,Skilled Trades,0.8543
24-01-2021,Supply Chain Staff,0.8058
24-01-2021,Unassigned,0.3181
25-01-2021,Customer Service,0.7453
25-01-2021,Entertainment and Recreation,0.436
25-01-2021,Facilities/Constr,0.6455
25-01-2021,Finance/Insurance,0.8629
25-01-2021,Food & Beverage,0.7705
25-01-2021,Healthcare,0.6335
25-01-2021,Hospitality Staff,0.6237
25-01-2021,Human Resources,0.5052
25-01-2021,IT,0.2909
25-01-2021,Manufacturing/Operations Staff,0.7115
25-01-2021,Marketing/Advertising,0.9208
25-01-2021,Product Management,1.2074
25-01-2021,Retail Staff,0.7253
25-01-2021,Sales,0.7031
25-01-2021,Security,0.7101
25-01-2021,Skilled Trades,0.8246
25-01-2021,Supply Chain Staff,0.7621
25-01-2021,Unassigned,0.3089
26-01-2021,Customer Service,0.7618
26-01-2021,Entertainment and Recreation,0.4512
26-01-2021,Facilities/Constr,0.6704
26-01-2021,Finance/Insurance,0.8987
26-01-2021,Food & Beverage,0.7892
26-01-2021,Healthcare,0.6265
26-01-2021,Hospitality Staff,0.6299
26-01-2021,Human Resources,0.5043
26-01-2021,IT,0.3058
26-01-2021,Manufacturing/Operations Staff,0.7285
26-01-2021,Marketing/Advertising,0.9462
26-01-2021,Product Management,1.1936
26-01-2021,Retail Staff,0.7448
26-01-2021,Sales,0.7346
26-01-2021,Security,0.7424
26-01-2021,Skilled Trades,0.8329
26-01-2021,Supply Chain Staff,0.7644
26-01-2021,Unassigned,0.3208
27-01-2021,Customer Service,0.7652
27-01-2021,Entertainment and Recreation,0.456
27-01-2021,Facilities/Constr,0.669
27-01-2021,Finance/Insurance,0.9084
27-01-2021,Food & Beverage,0.7893
27-01-2021,Healthcare,0.585
27-01-2021,Hospitality Staff,0.6267
27-01-2021,Human Resources,0.4688
27-01-2021,IT,0.3141
27-01-2021,Manufacturing/Operations Staff,0.7342
27-01-2021,Marketing/Advertising,0.9377
27-01-2021,Product Management,1.1205
27-01-2021,Retail Staff,0.7506
27-01-2021,Sales,0.74
27-01-2021,Security,0.7258
27-01-2021,Skilled Trades,0.8349
27-01-2021,Supply Chain Staff,0.7428
27-01-2021,Unassigned,0.3213
28-01-2021,Customer Service,0.7989
28-01-2021,Entertainment and Recreation,0.4852
28-01-2021,Facilities/Constr,0.7045
28-01-2021,Finance/Insurance,0.9547
28-01-2021,Food & Beverage,0.8256
28-01-2021,Healthcare,0.5772
28-01-2021,Hospitality Staff,0.6617
28-01-2021,Human Resources,0.4759
28-01-2021,IT,0.3348
28-01-2021,Manufacturing/Operations Staff,0.7799
28-01-2021,Marketing/Advertising,0.9951
28-01-2021,Product Management,1.0883
28-01-2021,Retail Staff,0.7929
28-01-2021,Sales,0.7921
28-01-2021,Security,0.752
28-01-2021,Skilled Trades,0.8731
28-01-2021,Supply Chain Staff,0.7812
28-01-2021,Unassigned,0.3377
29-01-2021,Customer Service,0.8169
29-01-2021,Entertainment and Recreation,0.5067
29-01-2021,Facilities/Constr,0.7264
29-01-2021,Finance/Insurance,0.9583
29-01-2021,Food & Beverage,0.8484
29-01-2021,Healthcare,0.5991
29-01-2021,Hospitality Staff,0.675
29-01-2021,Human Resources,0.5059
29-01-2021,IT,0.3418
29-01-2021,Manufacturing/Operations Staff,0.817
29-01-2021,Marketing/Advertising,1.0279
29-01-2021,Product Management,1.0139
29-01-2021,Retail Staff,0.8085
29-01-2021,Sales,0.81
29-01-2021,Security,0.7895
29-01-2021,Skilled Trades,0.9053
29-01-2021,Supply Chain Staff,0.8582
29-01-2021,Unassigned,0.3449
30-01-2021,Customer Service,0.8293
30-01-2021,Entertainment and Recreation,0.5063
30-01-2021,Facilities/Constr,0.7211
30-01-2021,Finance/Insurance,0.9537
30-01-2021,Food & Beverage,0.8514
30-01-2021,Healthcare,0.6088
30-01-2021,Hospitality Staff,0.6825
30-01-2021,Human Resources,0.5053
30-01-2021,IT,0.3369
30-01-2021,Manufacturing/Operations Staff,0.8056
30-01-2021,Marketing/Advertising,1.0264
30-01-2021,Product Management,0.9262
30-01-2021,Retail Staff,0.8056
30-01-2021,Sales,0.8183
30-01-2021,Security,0.7745
30-01-2021,Skilled Trades,0.8971
30-01-2021,Supply Chain Staff,0.8695
30-01-2021,Unassigned,0.3436
31-01-2021,Customer Service,0.821
31-01-2021,Entertainment and Recreation,0.503
31-01-2021,Facilities/Constr,0.7146
31-01-2021,Finance/Insurance,0.9459
31-01-2021,Food & Beverage,0.8482
31-01-2021,Healthcare,0.6065
31-01-2021,Hospitality Staff,0.6776
31-01-2021,Human Resources,0.5033
31-01-2021,IT,0.3356
31-01-2021,Manufacturing/Operations Staff,0.8008
31-01-2021,Marketing/Advertising,1.0176
31-01-2021,Product Management,0.892
